Wave;Sample;Dark;Reference
418.748;1016.905;471.000;0.000
418.912;2874.572;1183.200;0.000
419.076;5378.064;2197.100;0.000
419.240;7310.896;2580.900;0.000
419.404;3074.160;868.700;0.000
419.568;644.666;218.500;0.000
419.733;297.568;107.400;0.000
419.897;298.519;118.200;0.000
420.061;307.400;112.600;0.000
420.225;319.836;121.000;0.000
420.389;240.188;90.400;0.000
420.553;270.491;101.300;0.000
420.717;264.305;99.000;0.000
420.881;236.142;96.300;0.000
421.045;258.883;92.600;0.000
421.209;262.594;115.800;0.000
421.373;246.714;100.800;0.000
421.537;255.530;74.700;0.000
421.701;233.964;87.900;0.000
421.865;249.529;83.300;0.000
422.029;294.740;146.000;0.000
422.193;242.415;88.700;0.000
422.357;254.552;88.400;0.000
422.521;206.861;71.000;0.000
422.685;200.502;93.500;0.000
422.849;286.271;117.700;0.000
423.013;286.410;113.200;0.000
423.177;302.767;111.600;0.000
423.341;293.136;96.000;0.000
423.505;238.676;70.500;0.000
423.669;271.434;118.800;0.000
423.833;264.703;96.600;0.000
423.997;339.231;117.300;0.000
424.161;484.934;184.700;0.000
424.325;661.695;267.900;0.000
424.489;377.206;96.700;0.000
424.653;306.253;131.200;0.000
424.817;538.665;216.600;0.000
424.981;1465.584;631.600;0.000
425.144;2266.626;804.900;0.000
425.308;866.120;270.000;0.000
425.472;503.241;193.900;0.000
425.636;1002.662;425.800;0.000
425.800;1848.763;640.800;0.000
425.964;977.077;295.800;0.000
426.128;888.838;351.200;0.000
426.292;2104.805;893.100;0.000
426.455;2626.061;807.500;0.000
426.619;684.423;197.500;0.000
426.783;353.393;128.100;0.000
426.947;230.556;64.000;0.000
427.111;291.038;122.100;0.000
427.274;271.615;118.900;0.000
427.438;356.225;142.200;0.000
427.602;355.480;125.100;0.000
427.766;300.062;114.700;0.000
427.930;288.667;108.200;0.000
428.093;301.078;102.000;0.000
428.257;292.893;146.400;0.000
428.421;225.068;71.300;0.000
428.585;259.508;105.400;0.000
428.748;293.815;103.700;0.000
428.912;567.336;256.700;0.000
429.076;1536.121;625.900;0.000
429.240;2030.477;745.200;0.000
429.403;600.854;174.600;0.000
429.567;322.866;112.400;0.000
429.731;260.828;112.600;0.000
429.894;256.984;86.200;0.000
430.058;291.559;117.900;0.000
430.222;303.573;123.400;0.000
430.385;254.486;95.200;0.000
430.549;262.731;97.400;0.000
430.713;337.751;143.600;0.000
430.876;184.121;68.300;0.000
431.040;261.189;93.200;0.000
431.204;264.933;114.500;0.000
431.367;224.039;71.800;0.000
431.531;252.930;99.500;0.000
431.695;267.243;88.900;0.000
431.858;311.032;126.000;0.000
432.022;263.072;96.500;0.000
432.185;439.554;200.700;0.000
432.349;996.824;507.700;0.000
432.513;2323.496;893.700;0.000
432.676;1901.518;649.300;0.000
432.840;733.389;235.000;0.000
433.003;352.463;86.900;0.000
433.167;484.819;102.600;0.000
433.330;476.007;125.600;0.000
433.494;476.509;217.700;0.000
433.657;879.560;319.300;0.000
433.821;576.667;231.900;0.000
433.984;308.674;90.800;0.000
434.148;254.977;114.200;0.000
434.312;281.443;93.800;0.000
434.475;221.777;99.800;0.000
434.639;252.709;114.200;0.000
434.802;297.546;84.400;0.000
434.965;309.739;129.100;0.000
